When,Profile,Dept,CardNum
24/4/2020 8:08,0,Dept 4,1701
20/4/2020 7:28,1,NA,3801
22/4/2020 7:30,1,NA,3801
22/4/2020 7:26,1,NA,5301
24/4/2020 7:49,1,NA,5301
23/4/2020 9:47,1,NA,5301
20/4/2020 9:41,1,NA,5601
21/4/2020 7:27,1,NA,5601
22/4/2020 9:56,1,NA,5601
23/4/2020 7:01,1,NA,5601
20/4/2020 7:11,1,NA,5701
21/4/2020 7:06,1,NA,5701
26/4/2020 7:10,1,NA,5701
23/4/2020 7:09,1,NA,5701
24/4/2020 7:10,1,NA,5701
26/4/2020 9:50,1,NA,6001
22/4/2020 8:28,0,Dept 4,6202
26/4/2020 8:43,0,Dept 4,6202
25/4/2020 8:56,0,Dept 4,6202
22/4/2020 7:49,2,NA,6601
24/4/2020 8:20,2,NA,6601
26/4/2020 8:13,2,NA,6601
21/4/2020 7:18,1,NA,7201
23/4/2020 7:32,1,NA,7201
25/4/2020 7:35,1,NA,7201
20/4/2020 7:58,1,NA,7301
24/4/2020 7:58,1,NA,7301
26/4/2020 7:49,1,NA,7301
22/4/2020 8:17,1,NA,7401
20/4/2020 8:00,1,NA,7401
21/4/2020 8:12,1,NA,7401
23/4/2020 8:15,1,NA,7401
24/4/2020 8:04,1,NA,7401
25/4/2020 8:51,1,NA,7401
21/4/2020 8:12,1,NA,8201
22/4/2020 8:12,1,NA,8201
24/4/2020 7:06,0,Dept 4,8402
25/4/2020 8:35,0,Dept 4,8402
22/4/2020 8:48,0,Dept 4,8402
23/4/2020 7:57,0,Dept 4,8402
20/4/2020 8:43,0,Dept 4,8402
21/4/2020 8:42,0,Dept 4,8402
20/4/2020 8:44,2,NA,8901
22/4/2020 8:23,2,NA,8901
23/4/2020 7:12,1,NA,9401
20/4/2020 10:25,1,NA,9401
22/4/2020 7:17,1,NA,9401
21/4/2020 7:07,1,NA,9401
24/4/2020 7:14,1,NA,9401
22/4/2020 7:25,0,Dept 4,9403
21/4/2020 7:29,0,Dept 4,9403
23/4/2020 7:30,0,Dept 4,9403
25/4/2020 8:22,0,Dept 4,9403
24/4/2020 8:20,0,Dept 4,9403
20/4/2020 7:22,0,Dept 4,9403
21/4/2020 8:54,2,NA,9901
25/4/2020 8:20,2,NA,9901
23/4/2020 8:45,2,NA,9901
26/4/2020 8:03,1,NA,10401
20/4/2020 7:16,1,NA,10501
21/4/2020 7:16,1,NA,10501
24/4/2020 7:16,1,NA,10501
22/4/2020 7:00,1,NA,10501
25/4/2020 7:17,1,NA,10501
23/4/2020 7:15,1,NA,10501
21/4/2020 7:41,1,NA,10701
25/4/2020 7:27,1,NA,10701
23/4/2020 7:49,1,NA,10701
20/4/2020 8:28,1,NA,11001
23/4/2020 8:25,1,NA,11001
21/4/2020 8:28,1,NA,11001
24/4/2020 8:27,1,NA,11001
25/4/2020 8:54,1,NA,11001
21/4/2020 7:23,0,Dept 4,11403
22/4/2020 7:21,0,Dept 4,11403
24/4/2020 7:20,0,Dept 4,11403
20/4/2020 7:20,0,Dept 4,11403
24/4/2020 7:20,1,NA,12101
25/4/2020 7:09,1,NA,12101
21/4/2020 7:03,1,NA,12101
26/4/2020 7:07,1,NA,12101
23/4/2020 7:20,1,NA,12101
22/4/2020 7:26,1,NA,12101
22/4/2020 8:26,1,NA,12201
21/4/2020 8:22,1,NA,12201
24/4/2020 8:23,1,NA,12201
20/4/2020 7:17,1,NA,12601
22/4/2020 7:03,1,NA,12601
23/4/2020 7:02,1,NA,12601
24/4/2020 7:14,1,NA,12601
21/4/2020 9:10,0,Dept 2,13474
21/4/2020 8:13,1,NA,14801
23/4/2020 8:09,1,NA,14801
24/4/2020 8:14,1,NA,14801
22/4/2020 8:09,1,NA,14801
25/4/2020 8:34,1,NA,14801
20/4/2020 8:25,1,NA,14901
21/4/2020 8:05,1,NA,14901
21/4/2020 8:14,1,NA,15001
24/4/2020 8:04,1,NA,15001
22/4/2020 8:43,0,Dept 4,16704
25/4/2020 9:43,0,Dept 4,16704
24/4/2020 9:50,0,Dept 4,16704
20/4/2020 8:34,0,Dept 4,16704
23/4/2020 9:35,0,Dept 4,16704
21/4/2020 9:18,0,Dept 4,16704
20/4/2020 7:51,0,Dept 16,19002
24/4/2020 9:44,1,NA,21501
20/4/2020 9:31,1,NA,21501
21/4/2020 9:28,1,NA,21501
22/4/2020 9:34,1,NA,21501
26/4/2020 9:20,0,Dept 10,22602
24/4/2020 9:29,0,Dept 10,22602
23/4/2020 8:41,0,Dept 10,22602
21/4/2020 8:48,0,Dept 10,22602
20/4/2020 8:34,1,NA,23401
23/4/2020 8:35,1,NA,23401
20/4/2020 9:33,1,NA,23501
22/4/2020 9:38,1,NA,23501
23/4/2020 10:02,1,NA,23501
24/4/2020 10:11,1,NA,23501
22/4/2020 8:31,1,NA,24301
20/4/2020 8:36,1,NA,24301
23/4/2020 8:53,1,NA,24301
21/4/2020 9:16,1,NA,24301
24/4/2020 8:41,1,NA,24301
24/4/2020 9:24,1,NA,25301
22/4/2020 9:39,1,NA,25301
23/4/2020 9:14,1,NA,25301
22/4/2020 8:12,1,NA,25601
23/4/2020 8:10,1,NA,25601
24/4/2020 8:12,1,NA,25601
23/4/2020 7:10,1,NA,25701
21/4/2020 7:09,1,NA,25701
22/4/2020 7:09,1,NA,25701
20/4/2020 7:08,1,NA,25701
25/4/2020 7:16,1,NA,25701
24/4/2020 7:10,1,NA,25701
22/4/2020 7:04,1,NA,25801
20/4/2020 7:00,1,NA,25801
23/4/2020 7:03,1,NA,25801
21/4/2020 7:02,1,NA,25801
20/4/2020 10:11,1,NA,26501
22/4/2020 8:47,1,NA,27401
23/4/2020 9:00,1,NA,27401
22/4/2020 8:11,0,Dept 5,29202
21/4/2020 7:53,0,Dept 5,29202
20/4/2020 8:13,0,Dept 5,29202
22/4/2020 8:36,1,NA,29501
20/4/2020 8:57,1,NA,29501
24/4/2020 8:46,1,NA,29501
21/4/2020 8:44,1,NA,29501
24/4/2020 9:15,1,NA,29601
23/4/2020 9:17,1,NA,29601
21/4/2020 9:17,1,NA,29601
21/4/2020 8:58,1,NA,29801
23/4/2020 8:55,1,NA,29801
24/4/2020 8:57,1,NA,29801
21/4/2020 8:00,0,Dept 4,30202
25/4/2020 8:00,0,Dept 4,30202
21/4/2020 8:42,1,NA,30301
24/4/2020 8:44,1,NA,30301
23/4/2020 8:01,0,Dept 4,30702
21/4/2020 8:42,0,Dept 4,30702
22/4/2020 8:19,0,Dept 4,32202
21/4/2020 7:57,0,Dept 4,32202
26/4/2020 8:29,0,Dept 4,32202
25/4/2020 8:14,0,Dept 4,32202
23/4/2020 8:17,0,Dept 4,32202
22/4/2020 8:24,0,Dept 4,33004
26/4/2020 8:22,0,Dept 4,33004
20/4/2020 8:15,0,Dept 4,33004
23/4/2020 8:31,0,Dept 4,33004
24/4/2020 8:26,0,Dept 4,33004
20/4/2020 7:42,1,NA,33901
21/4/2020 7:46,1,NA,33901
22/4/2020 7:45,1,NA,33901
23/4/2020 7:57,1,NA,33901
24/4/2020 7:52,1,NA,33901
26/4/2020 8:06,0,Dept 14,35002
20/4/2020 7:45,1,NA,36601
21/4/2020 7:53,1,NA,36601
22/4/2020 7:37,1,NA,36601
23/4/2020 7:35,1,NA,36601
24/4/2020 7:37,1,NA,36601
25/4/2020 9:21,0,Dept 16,38502
23/4/2020 9:24,0,Dept 16,38502
21/4/2020 8:42,0,Dept 16,38502
20/4/2020 8:47,0,Dept 16,38502
20/4/2020 10:08,0,Dept 4,39002
20/4/2020 8:28,0,Dept 16,40202
23/4/2020 8:36,0,Dept 16,40202
24/4/2020 9:05,0,Dept 16,40202
26/4/2020 8:10,0,Dept 4,43402
22/4/2020 8:05,0,Dept 4,46701
25/4/2020 8:35,0,Dept 4,48503
21/4/2020 8:24,0,Dept 4,48503
23/4/2020 8:05,0,Dept 4,48503
24/4/2020 8:34,0,Dept 4,48503
24/4/2020 9:05,0,Dept 4,53103
22/4/2020 8:59,0,Dept 4,53103
23/4/2020 8:52,0,Dept 4,53103
26/4/2020 8:57,0,Dept 4,53103
21/4/2020 9:17,0,Dept 4,53103
20/4/2020 8:47,0,Dept 4,53103
23/4/2020 8:40,0,Dept 4,53402
25/4/2020 7:43,0,Dept 4,53801
21/4/2020 7:55,0,Dept 4,53801
22/4/2020 7:58,0,Dept 4,53801
26/4/2020 8:07,0,Dept 4,53801
23/4/2020 7:57,0,Dept 4,53801
20/4/2020 8:10,0,Dept 4,53801
22/4/2020 8:14,0,Dept 3,58302
24/4/2020 7:58,0,Dept 3,58302
20/4/2020 7:48,0,Dept 3,58302
23/4/2020 8:05,0,Dept 3,58302
25/4/2020 9:25,0,Dept 16,60902
21/4/2020 9:35,0,Dept 16,60902
22/4/2020 9:40,0,Dept 16,60902
23/4/2020 9:27,0,Dept 4,65402
22/4/2020 8:39,0,Dept 4,65402
24/4/2020 10:16,0,Dept 2,66803
20/4/2020 8:32,0,Dept 3,66903
22/4/2020 9:09,0,Dept 16,67802
24/4/2020 8:05,0,Dept 4,70403
23/4/2020 8:07,0,Dept 4,70403
22/4/2020 7:59,0,Dept 4,70403
21/4/2020 7:56,0,Dept 4,70403
20/4/2020 8:08,0,Dept 4,70403
24/4/2020 8:52,0,Dept 14,77003
22/4/2020 9:10,0,Dept 14,77003
20/4/2020 8:39,0,Dept 14,77003
25/4/2020 9:31,0,Dept 14,77003
21/4/2020 8:40,0,Dept 14,77003
23/4/2020 9:05,0,Dept 4,79102
24/4/2020 9:37,0,Dept 4,79102
20/4/2020 9:29,0,Dept 4,79102
22/4/2020 9:45,0,Dept 4,79102
23/4/2020 10:04,0,Dept 10,80402
20/4/2020 8:38,0,Dept 4,82003
21/4/2020 8:27,0,Dept 4,82502
22/4/2020 8:34,0,Dept 4,82502
20/4/2020 8:23,0,Dept 4,82502
23/4/2020 8:36,0,Dept 4,82502
24/4/2020 8:34,0,Dept 4,82502
23/4/2020 9:54,0,Dept 10,82802
20/4/2020 8:40,0,Dept 4,85501
24/4/2020 8:33,0,Dept 4,85501
23/4/2020 8:42,0,Dept 4,85501
21/4/2020 8:42,0,Dept 4,85501
26/4/2020 8:52,0,Dept 4,85501
23/4/2020 9:24,0,Dept 10,87302
24/4/2020 9:22,0,Dept 10,87302
21/4/2020 9:45,0,Dept 10,89102
25/4/2020 8:46,0,Dept 4,91603
26/4/2020 9:02,0,Dept 4,91603
24/4/2020 7:53,0,Dept 4,95801
22/4/2020 7:25,0,Dept 4,95801
22/4/2020 8:14,0,Dept 5,95902
21/4/2020 8:27,0,Dept 5,95902
26/4/2020 9:34,0,Dept 4,96403
25/4/2020 9:24,0,Dept 4,96403
22/4/2020 9:14,0,Dept 4,96403
20/4/2020 9:14,0,Dept 4,96403
24/4/2020 9:18,0,Dept 4,96403
23/4/2020 7:42,0,Dept 16,96702
24/4/2020 7:50,0,Dept 16,96702
25/4/2020 7:49,0,Dept 16,96702
26/4/2020 8:17,0,Dept 4,98003
25/4/2020 8:54,0,Dept 4,98003
